pokedexNumber,pokemon,form,originRegionToCatchIn,originGamesToCatchIn,notes,spriteKey
208,Steelix,,Kanto,Red/Blue/Yellow/LG: Pikachu/LG: Eevee,,208
208,Steelix,Female,Kanto,Red/Blue/Yellow/LG: Pikachu/LG: Eevee,,208
209,Snubbull,,Johto,Gold/Silver/Crystal/Heart Gold/Soul Silver,,209
210,Granbull,,Johto,Gold/Silver/Crystal/Heart Gold/Soul Silver,,210
211,Qwilfish,,Johto,Gold/Silver/Crystal/Heart Gold/Soul Silver,,211
211,Qwilfish,Hisuian,Hisui,Legends: Arceus,,10234
212,Scizor,,Kanto,Red/Yellow/LG: Pikachu,,212
212,Scizor,Female,Kanto,Red/Yellow/LG: Pikachu,,212
213,Shuckle,,Johto,Gold/Silver/Crystal/Heart Gold/Soul Silver,,213
214,Heracross,,Johto,Gold/Silver/Crystal/Heart Gold/Soul Silver,,214
214,Heracross,Female,Johto,Gold/Silver/Crystal/Heart Gold/Soul Silver,,214
215,Sneasel,,Johto,Gold/Silver/Crystal/Heart Gold/Soul Silver,Catch 2 (one for Weavile),215
215,Sneasel,Female,Johto,Gold/Silver/Crystal/Heart Gold/Soul Silver,Female Catch 2 (one for Weavile),215
215,Sneasel,Hisuian,Hisui,Legends: Arceus,,10235
215,Sneasel,Female-Hisuian,Hisui,Legends: Arceus,,10235
216,Teddiursa,,Johto,Gold/Crystal/Soul Silver,,216
217,Ursaring,,Johto,Gold/Crystal/Soul Silver,Catch 2 (one for Ursaluna),217
217,Ursaring,Female,Johto,Gold/Crystal/Soul Silver,,217
218,Slugma,,Johto,Gold/Silver/Crystal/Heart Gold/Soul Silver,,218
219,Magcargo,,Johto,Gold/Silver/Crystal/Heart Gold/Soul Silver,,219
220,Swinub,,Johto,Gold/Silver/Crystal/Heart Gold/Soul Silver,Catch 3 (Mamoswine Male and Female),220
221,Piloswine,,Johto,Gold/Silver/Crystal/Heart Gold/Soul Silver,,221
221,Piloswine,Female,Johto,Gold/Silver/Crystal/Heart Gold/Soul Silver,,221
222,Corsola,,Johto,Gold/Silver/Crystal/Heart Gold/Soul Silver,,222
222,Corsola,Galarian,Galar,Shield,,10173
223,Remoraid,,Johto,Gold/Silver/Heart Gold/Soul Silver,,223
224,Octillery,,Johto,Gold/Silver/Heart Gold/Soul Silver,,224
224,Octillery,Female,Johto,Gold/Silver/Heart Gold/Soul Silver,,224
225,Delibird,,Johto,Silver/Crystal/Soul Silver,,225
226,Mantine,,Johto,Gold/Crystal/Heart Gold,,226
227,Skarmory,,Johto,Silver/Crystal/Soul Silver,,227
228,Houndour,,Johto,Gold/Silver/Crystal/Heart Gold/Soul Silver,,228
229,Houndoom,,Johto,Gold/Silver/Crystal/Heart Gold/Soul Silver,,229
229,Houndoom,Female,Johto,Gold/Silver/Crystal/Heart Gold/Soul Silver,,229
230,Kingdra,,Kanto,Red/Blue/Yellow/LG: Pikachu/LG: Eevee,,230
231,Phanpy,,Johto,Silver/Crystal/Heart Gold,,231
232,Donphan,,Johto,Silver/Crystal/Heart Gold,,232
232,Donphan,Female,Johto,Silver/Crystal/Heart Gold,,232
233,Porygon2,,Kanto,Red/Blue/Yellow/LG: Pikachu/LG: Eevee,,233
234,Stantler,,Johto,Gold/Silver/Crystal/Heart Gold/Soul Silver,Catch 2 (one for Wyrdeer),234
235,Smeargle,,Johto,Gold/Silver/Crystal/Heart Gold/Soul Silver,,235
236,Tyrogue,,Johto,Gold/Silver/Crystal/Heart Gold/Soul Silver,,236
237,Hitmontop,,Johto,Gold/Silver/Crystal/Heart Gold/Soul Silver,,237
238,Smoochum,,Johto,Gold/Silver/Crystal/Heart Gold/Soul Silver,,238
239,Elekid,,Johto,Gold/Silver/Crystal/Heart Gold/Soul Silver,,239
240,Magby,,Johto,Gold/Silver/Crystal/Heart Gold/Soul Silver,,240
241,Miltank,,Johto,Gold/Silver/Crystal/Heart Gold/Soul Silver,,241
242,Blissey,,Kanto,Red/Blue/Yellow/LG: Pikachu/LG: Eevee,,242
243,Raikou,,Johto,Gold/Silver/Crystal/Heart Gold/Soul Silver,,243
244,Entei,,Johto,Gold/Silver/Crystal/Heart Gold/Soul Silver,,244
245,Suicune,,Johto,Gold/Silver/Crystal/Heart Gold/Soul Silver,,245
246,Larvitar,,Johto,Gold/Silver/Crystal/Heart Gold/Soul Silver,,246
247,Pupitar,,Johto,Gold/Silver/Crystal/Heart Gold/Soul Silver,,247
248,Tyranitar,,Johto,Gold/Silver/Crystal/Heart Gold/Soul Silver,,248
249,Lugia,,Johto,Gold/Silver/Crystal/Heart Gold/Soul Silver,,249
250,Ho-Oh,,Johto,Gold/Silver/Crystal/Heart Gold/Soul Silver,,250
251,Celebi,,Johto,Crystal,,251
252,Treecko,,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,252
253,Grovyle,,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,253
254,Sceptile,,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,254
255,Torchic,,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,255
255,Torchic,Female,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,255
256,Combusken,,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,256
256,Combusken,Female,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,256
257,Blaziken,,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,257
257,Blaziken,Female,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,257
258,Mudkip,,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,258
259,Marshtomp,,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,259
260,Swampert,,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,260
261,Poochyena,,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,261
262,Mightyena,,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,262
263,Zigzagoon,,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,263
263,Zigzagoon,Galarian,Galar,Sword/Shield,,10174
264,Linoone,,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,264
264,Linoone,Galarian,Galar,Sword/Shield,,10175
265,Wurmple,,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,265
266,Silcoon,,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,266
267,Beautifly,male,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,267
267,Beautifly,Female,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,267
268,Cascoon,,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,268
269,Dustox,,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,269
269,Dustox,Female,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,269
270,Lotad,,Hoenn,Sapphire/Emerald/Alpha Sapphire,,270
271,Lombre,,Hoenn,Sapphire/Emerald/Alpha Sapphire,,271
272,Ludicolo,,Hoenn,Sapphire/Emerald/Alpha Sapphire,,272
272,Ludicolo,Female,Hoenn,Sapphire/Emerald/Alpha Sapphire,,272
273,Seedot,,Hoenn,Ruby/Emerald/Omega Ruby,,273
274,Nuzleaf,,Hoenn,Ruby/Emerald/Omega Ruby,,274
274,Nuzleaf,Female,Hoenn,Ruby/Emerald/Omega Ruby,,274
275,Shiftry,,Hoenn,Ruby/Emerald/Omega Ruby,,275
275,Shiftry,Female,Hoenn,Ruby/Emerald/Omega Ruby,,275
276,Taillow,,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,276
277,Swellow,,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,277
278,Wingull,,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,278
279,Pelipper,,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,279
280,Ralts,,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,Catch 2 (one for gallade) (male),280
281,Kirlia,,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,281
282,Gardevoir,,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,282
283,Surskit,,Hoenn,Ruby/Sapphire/Omega Ruby/Alpha Sapphire,,283
284,Masquerain,,Hoenn,Ruby/Sapphire/Omega Ruby/Alpha Sapphire,,284
285,Shroomish,,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,285
286,Breloom,,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,286
287,Slakoth,,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,287
288,Vigoroth,,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,288
289,Slaking,,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,289
290,Nincada,,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,290
291,Ninjask,,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,291
292,Shedinja,,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,292
293,Whismur,,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,293
294,Loudred,,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,294
295,Exploud,,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,295
296,Makuhita,,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,296
297,Hariyama,,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,297
298,Azurill,,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,298
299,Nosepass,,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,Catch 2 (one for probopass),299
300,Skitty,,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,300
301,Delcatty,,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,301
302,Sableye,,Hoenn,Sapphire/Emerald/Alpha Sapphire,,302
303,Mawile,,Hoenn,Ruby/Emerald/Omega Ruby,,303
304,Aron,,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,304
305,Lairon,,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,305
306,Aggron,,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,306
307,Meditite,,Hoenn,Ruby/Sapphire/Omega Ruby/Alpha Sapphire,,307
307,Meditite,Female,Hoenn,Ruby/Sapphire/Omega Ruby/Alpha Sapphire,,307
308,Medicham,,Hoenn,Ruby/Sapphire/Omega Ruby/Alpha Sapphire,,308
308,Medicham,Female,Hoenn,Ruby/Sapphire/Omega Ruby/Alpha Sapphire,,308
309,Electrike,,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,309
310,Manectric,,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,310
311,Plusle,,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,311
312,Minun,,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,312
313,Volbeat,,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,313
314,Illumise,,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,314
315,Roselia,,Hoenn,Ruby/Sapphire/Omega Ruby/Alpha Sapphire,,315
315,Roselia,Female,Hoenn,Ruby/Sapphire/Omega Ruby/Alpha Sapphire,Female Catch 2 (one for roserade),315
316,Gulpin,male,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,316
316,Gulpin,Female,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,316
317,Swalot,male,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,317
317,Swalot,Female,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,317
318,Carvanha,,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,318
319,Sharpedo,,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,319
320,Wailmer,,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,320
321,Wailord,,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,321
322,Numel,,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,322
322,Numel,Female,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,322
323,Camerupt,,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,323
323,Camerupt,Female,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,323
324,Torkoal,,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,324
325,Spoink,,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,325
326,Grumpig,,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,326
327,Spinda,,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,327
328,Trapinch,,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,328
329,Vibrava,,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,329
330,Flygon,,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,330
331,Cacnea,,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,331
332,Cacturne,,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,332
332,Cacturne,Female,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,332
333,Swablu,,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,333
334,Altaria,,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,334
335,Zangoose,,Hoenn,Ruby/Omega Ruby,,335
336,Seviper,,Hoenn,Sapphire/Emerald/Alpha Sapphire,,336
337,Lunatone,,Hoenn,Sapphire/Alpha Sapphire,,337
338,Solrock,,Hoenn,Ruby/Emerald/Omega Ruby,,338
339,Barboach,,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,339
340,Whiscash,,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,340
341,Corphish,,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,341
342,Crawdaunt,,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,342
343,Baltoy,,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,343
344,Claydol,,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,344
345,Lileep,,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,345
346,Cradily,,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,346
347,Anorith,,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,347
348,Armaldo,,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,348
349,Feebas,,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,349
350,Milotic,,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,350
350,Milotic,Female,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,350
351,Castform,,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,351
352,Kecleon,,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,352
353,Shuppet,,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,353
354,Banette,,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,354
355,Duskull,,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,Catch 2 (one for dusknoir),355
356,Dusclops,,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,356
357,Tropius,,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,357
358,Chimecho,,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,358
359,Absol,,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,359
360,Wynaut,,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,360
361,Snorunt,,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,x2 (froslass),361
362,Glalie,,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,362
363,Spheal,,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,363
364,Sealeo,,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,364
365,Walrein,,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,365
366,Clamperl,,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,366
367,Huntail,,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,367
368,Gorebyss,,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,368
369,Relicanth,,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,369
369,Relicanth,Female,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,369
370,Luvdisc,,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,370
371,Bagon,,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,371
372,Shelgon,,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,372
373,Salamence,,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,373
374,Beldum,,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,374
375,Metang,,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,375
376,Metagross,,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,376
377,Regirock,,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,377
378,Regice,,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,378
379,Registeel,,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,379
380,Latias,,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,380
381,Latios,,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,381
382,Kyogre,,Hoenn,Sapphire/Emerald/Alpha Sapphire,,382
383,Groudon,,Hoenn,Ruby/Emerald/Omega Ruby,,383
384,Rayquaza,,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,384
385,Jirachi,,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,385
386,Deoxys,,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,386
386,Deoxys,Attack Form,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,10001
386,Deoxys,Defense Form,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,10002
386,Deoxys,Speed Form,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,10003
387,Turtwig,,Sinnoh,Diamond/Pearl/Platinum/Brilliant Diamond/Shining Pearl,,387
388,Grotle,,Sinnoh,Diamond/Pearl/Platinum/Brilliant Diamond/Shining Pearl,,388
389,Torterra,,Sinnoh,Diamond/Pearl/Platinum/Brilliant Diamond/Shining Pearl,,389
390,Chimchar,,Sinnoh,Diamond/Pearl/Platinum/Brilliant Diamond/Shining Pearl,,390
391,Monferno,,Sinnoh,Diamond/Pearl/Platinum/Brilliant Diamond/Shining Pearl,,391
392,Infernape,,Sinnoh,Diamond/Pearl/Platinum/Brilliant Diamond/Shining Pearl,,392
393,Piplup,,Sinnoh,Diamond/Pearl/Platinum/Brilliant Diamond/Shining Pearl,,393
394,Prinplup,,Sinnoh,Diamond/Pearl/Platinum/Brilliant Diamond/Shining Pearl,,394
395,Empoleon,,Sinnoh,Diamond/Pearl/Platinum/Brilliant Diamond/Shining Pearl,,395
396,Starly,,Sinnoh,Diamond/Pearl/Platinum/Brilliant Diamond/Shining Pearl,,396
396,Starly,Female,Sinnoh,Diamond/Pearl/Platinum/Brilliant Diamond/Shining Pearl,,396
397,Staravia,,Sinnoh,Diamond/Pearl/Platinum/Brilliant Diamond/Shining Pearl,,397
397,Staravia,Female,Sinnoh,Diamond/Pearl/Platinum/Brilliant Diamond/Shining Pearl,,397
398,Staraptor,,Sinnoh,Diamond/Pearl/Platinum/Brilliant Diamond/Shining Pearl,,398
398,Staraptor,Female,Sinnoh,Diamond/Pearl/Platinum/Brilliant Diamond/Shining Pearl,,398
399,Bidoof,,Sinnoh,Diamond/Pearl/Platinum/Brilliant Diamond/Shining Pearl,,399
399,Bidoof,Female,Sinnoh,Diamond/Pearl/Platinum/Brilliant Diamond/Shining Pearl,,399
400,Bibarel,,Sinnoh,Diamond/Pearl/Platinum/Brilliant Diamond/Shining Pearl,,400
400,Bibarel,Female,Sinnoh,Diamond/Pearl/Platinum/Brilliant Diamond/Shining Pearl,,400
401,Kricketot,,Sinnoh,Diamond/Pearl/Platinum/Brilliant Diamond/Shining Pearl,,401
401,Kricketot,Female,Sinnoh,Diamond/Pearl/Platinum/Brilliant Diamond/Shining Pearl,,401
402,Kricketune,,Sinnoh,Diamond/Pearl/Platinum/Brilliant Diamond/Shining Pearl,,402
402,Kricketune,Female,Sinnoh,Diamond/Pearl/Platinum/Brilliant Diamond/Shining Pearl,,402
403,Shinx,,Sinnoh,Diamond/Pearl/Platinum/Brilliant Diamond/Shining Pearl,,403
403,Shinx,Female,Sinnoh,Diamond/Pearl/Platinum/Brilliant Diamond/Shining Pearl,,403
404,Luxio,,Sinnoh,Diamond/Pearl/Platinum/Brilliant Diamond/Shining Pearl,,404
404,Luxio,Female,Sinnoh,Diamond/Pearl/Platinum/Brilliant Diamond/Shining Pearl,,404
405,Luxray,,Sinnoh,Diamond/Pearl/Platinum/Brilliant Diamond/Shining Pearl,,405
405,Luxray,Female,Sinnoh,Diamond/Pearl/Platinum/Brilliant Diamond/Shining Pearl,,405
406,Budew,,Sinnoh,Diamond/Pearl/Platinum/Brilliant Diamond/Shining Pearl,,406
407,Roserade,,Hoenn,Ruby/Sapphire/Omega Ruby/Alpha Sapphire,,407
407,Roserade,Female,Hoenn,Ruby/Sapphire/Omega Ruby/Alpha Sapphire,,407
408,Cranidos,,Sinnoh,Diamond/Platinum/Brilliant Diamond,,408
409,Rampardos,,Sinnoh,Diamond/Platinum/Brilliant Diamond,,409
410,Shieldon,,Sinnoh,Pearl/Platinum/Shining Pearl,,410
411,Bastiodon,,Sinnoh,Pearl/Platinum/Shining Pearl,,411
412,Burmy,Leaf Cloak,Sinnoh,Diamond/Pearl/Platinum/Brilliant Diamond/Shining Pearl,,412-plant
412,Burmy,Sand Cloak,Sinnoh,Diamond/Pearl/Platinum/Brilliant Diamond/Shining Pearl,,412-sandy
412,Burmy,Trash Cloak,Sinnoh,Diamond/Pearl/Platinum/Brilliant Diamond/Shining Pearl,,412-trash
413,Wormadam,Leaf Cloak,Sinnoh,Diamond/Pearl/Platinum/Brilliant Diamond/Shining Pearl,,413
413,Wormadam,Sand Cloak,Sinnoh,Diamond/Pearl/Platinum/Brilliant Diamond/Shining Pearl,,10004
413,Wormadam,Trash Cloak,Sinnoh,Diamond/Pearl/Platinum/Brilliant Diamond/Shining Pearl,,10005
414,Mothim,,Sinnoh,Diamond/Pearl/Platinum/Brilliant Diamond/Shining Pearl,,414
415,Combee,,Sinnoh,Diamond/Pearl/Platinum/Brilliant Diamond/Shining Pearl,,415
415,Combee,Female,Sinnoh,Diamond/Pearl/Platinum/Brilliant Diamond/Shining Pearl,,415
416,Vespiquen,,Sinnoh,Diamond/Pearl/Platinum/Brilliant Diamond/Shining Pearl,,416
417,Pachirisu,,Sinnoh,Diamond/Pearl/Platinum/Brilliant Diamond/Shining Pearl,,417
417,Pachirisu,Female,Sinnoh,Diamond/Pearl/Platinum/Brilliant Diamond/Shining Pearl,,417
418,Buizel,,Sinnoh,Diamond/Pearl/Platinum/Brilliant Diamond/Shining Pearl,,418
418,Buizel,Female,Sinnoh,Diamond/Pearl/Platinum/Brilliant Diamond/Shining Pearl,,418
419,Floatzel,,Sinnoh,Diamond/Pearl/Platinum/Brilliant Diamond/Shining Pearl,,419
419,Floatzel,Female,Sinnoh,Diamond/Pearl/Platinum/Brilliant Diamond/Shining Pearl,,419
420,Cherubi,,Sinnoh,Diamond/Pearl/Platinum/Brilliant Diamond/Shining Pearl,,420
421,Cherrim,,Sinnoh,Diamond/Pearl/Platinum/Brilliant Diamond/Shining Pearl,,421
422,Shellos,East Sea,Sinnoh,Diamond/Pearl/Platinum/Brilliant Diamond/Shining Pearl,,422-east
422,Shellos,West Sea,Sinnoh,Diamond/Pearl/Platinum/Brilliant Diamond/Shining Pearl,,422-west
423,Gastrodon,East Sea,Sinnoh,Diamond/Pearl/Platinum/Brilliant Diamond/Shining Pearl,,423-east
423,Gastrodon,West Sea,Sinnoh,Diamond/Pearl/Platinum/Brilliant Diamond/Shining Pearl,,423-west
424,Ambipom,,Johto,Gold/Silver/Crystal/Heart Gold/Soul Silver,,424
424,Ambipom,Female,Johto,Gold/Silver/Crystal/Heart Gold/Soul Silver,,424
425,Drifloon,,Sinnoh,Diamond/Pearl/Platinum/Brilliant Diamond/Shining Pearl,,425
426,Drifblim,,Sinnoh,Diamond/Pearl/Platinum/Brilliant Diamond/Shining Pearl,,426
427,Buneary,,Sinnoh,Diamond/Pearl/Platinum/Brilliant Diamond/Shining Pearl,,427
428,Lopunny,,Sinnoh,Diamond/Pearl/Platinum/Brilliant Diamond/Shining Pearl,,428
429,Mismagius,,Johto,Gold/Silver/Crystal/Heart Gold/Soul Silver,,429
430,Honchkrow,,Johto,Gold/Silver/Crystal/Heart Gold/Soul Silver,,430
431,Glameow,,Sinnoh,Pearl/Shining Pearl,,431
432,Purugly,,Sinnoh,Pearl/Shining Pearl,,432
433,Chingling,,Sinnoh,Diamond/Pearl/Platinum/Brilliant Diamond/Shining Pearl,,433
434,Stunky,,Sinnoh,Diamond/Brilliant Diamond,,434
435,Skuntank,,Sinnoh,Diamond/Brilliant Diamond,,435
436,Bronzor,,Sinnoh,Diamond/Pearl/Platinum/Brilliant Diamond/Shining Pearl,,436
437,Bronzong,,Sinnoh,Diamond/Pearl/Platinum/Brilliant Diamond/Shining Pearl,,437
